embedding_x,embedding_y
13.263952,3.2057045
10.599215,-9.29275
12.94455,-6.3104005
12.159483,-0.9163003
12.923045,-4.228736
0.6704993,-8.129706
13.573072,-1.1473697
-11.206367,17.573284
10.303864,-9.847297
15.677144,3.2688909
0.012515717,15.355853
10.490973,-10.965275
13.584817,2.7887836
12.883085,-5.474091
-11.202921,17.569885
4.560151,15.401307
-4.1637583,-13.02547
16.543528,-8.819172
12.772542,-6.4829865
-7.8473744,-12.187632
10.921086,-7.0133295
13.285777,-0.22232048
10.927696,-7.0142775
4.984262,16.070642
12.004593,10.399963
12.891486,9.051383
-7.3923182,9.247655
3.20178,2.8143585
3.835152,0.45079902
-8.792819,2.4791703
13.78487,-1.5720314
-11.201766,17.568935
-4.3288507,14.355258
12.1196375,11.301363
2.7547321,-12.589067
4.9244614,15.306283
12.76388,-6.481432
13.0946665,3.5788736
2.6942346,-12.566971
15.720997,3.9645693
13.260812,-3.1829479
0.771816,-9.2700405
3.308987,5.5811844
13.531928,15.965561
12.887582,-6.273641
16.47002,-5.050722
12.6452,10.231725
12.797477,-3.2520187
-7.429807,9.369452
14.917134,0.760661
11.989721,-0.90769595
-11.202116,17.56909
11.289128,-2.6663287
12.633483,-6.5859985
11.260663,-7.2411904
-7.6878734,-8.2027025
13.246689,10.812949
4.8794265,15.915918
10.255396,-9.883009
15.56372,4.9913735
16.543499,-5.1238055
13.52988,3.3355682
13.259729,-3.1692815
4.177954,-12.071921
11.829183,-7.1087046
10.185059,-9.449422
10.164142,-3.0999284
10.917123,-3.0786407
13.308747,3.1937208
-9.957171,2.8126795
13.191819,-3.2641776
11.0462,-7.7821226
6.578916,14.349668
12.599822,9.654539
13.01037,3.705251
16.435753,-5.0159845
12.8809,-5.4875774
6.585083,14.315521
-16.413578,-2.240816
3.3362114,0.6499919
3.3224254,-7.073043
15.718322,2.7031498
5.0404577,15.983804
11.893017,11.267025
11.631627,-2.3424895
13.134328,3.536811
13.689898,2.21138
6.262599,14.341672
11.147858,11.508643
13.645103,-2.1314893
5.034699,15.975756
10.932812,-7.014389
3.6762378,4.9602923
10.453523,10.10779
-16.414454,-2.2250152
-2.0986638,12.701645
10.870101,-7.565728
3.5427551,5.81234
13.291794,-6.951852
16.43323,-5.019981
11.310754,11.147803
2.4693813,-13.2077
2.4634075,-13.223282
11.978871,-7.036808
13.82451,2.0929396
11.506522,-7.064656
15.632928,4.2268744
4.504322,15.391073
3.244467,2.9048955
12.55876,-0.43634212
12.978455,-3.923495
13.595659,-1.7362471
3.4664078,0.85182315
12.649797,-6.5849433
6.609844,14.554121
-6.5288777,11.564009
13.287083,-0.17104287
11.926896,-0.95681155
12.470185,11.660207
11.779512,11.796136
10.567149,-9.263882
13.306141,10.798204
15.557226,4.730333
13.113867,3.5825498
13.279543,-0.29318216
12.899617,-6.4537954
13.584733,-1.1002184
11.517022,-7.0901904
3.7304704,3.9369571
-10.125937,-0.9010139
12.585193,-0.408085
-8.7823,2.4649274
-3.5709448,-2.3946447
13.536039,3.310688
-10.20647,-1.5301621
13.462622,2.815117
5.063825,16.103487
13.210396,-0.8374126
12.397319,-2.0734873
-7.9062,3.512903
11.966693,-0.91477793
3.558136,5.7789946
3.7056336,3.6229296
-8.786817,2.4676573
10.917208,-7.01864
11.375894,2.301899
10.772981,10.86437
11.37498,2.30153
11.374815,2.3007748
11.377336,2.3022096
15.746508,4.0415506
10.42301,-9.797006
-10.15026,-0.92475545
-11.568642,11.417801
-1.5964336,13.215599
3.3802593,3.6210606
16.538034,-8.813825
5.5814686,15.387592
10.701636,-7.803542
11.924458,-2.089019
-16.41202,-2.225891
-6.709494,16.248379
12.899863,-6.2214146
13.286913,-3.157681
12.838947,-5.893476
12.930035,-4.2075257
14.611333,1.119629
-11.201508,17.568588
2.9348342,-12.849835
12.895041,-6.4471726
12.920271,-5.2687445
-7.931763,3.4908988
12.925706,-4.232783
-1.9960686,12.798435
11.876771,-1.9643713
3.1941843,2.0486062
13.719235,-1.315803
10.935232,-3.013392
13.655762,-1.6664693
12.510419,-2.2152507
-7.9777155,-12.123986
12.310068,-1.5145198
13.629029,-1.6847076
12.883317,-6.236546
9.100769,-3.1405904
12.881063,-6.640151
14.550243,-1.2985754
13.17383,-3.2705345
3.720495,3.775692
14.5885725,1.1468506
-9.161489,2.6243782
16.5387,-8.814694
11.781163,-7.149302
-2.9974122,-3.6736279
11.667961,-7.151229
11.965123,-7.0494986
13.108577,3.5888066
16.476645,-5.059626
15.692733,2.6500244
4.6144695,15.577953
12.047218,6.107457
16.605892,-8.881711
13.865256,2.0648642
0.745,-8.277904
4.4976296,15.4039
6.796365,14.150931
15.676379,3.2032712
5.666875,14.741687
9.960674,-3.1360898
12.773929,9.204779
-3.3475816,-3.0830724
12.645954,-1.1420312
3.1909006,-7.482489
14.989399,-0.23768328
3.4547238,3.2651646
11.950285,11.7046585
-16.410524,-2.2650163
-10.132095,-0.90305007
10.486358,-10.961375
14.707301,-1.3530174
-2.12135,12.721799
15.684604,3.245359
10.922681,-7.0050764
12.679945,-6.586429
13.089304,-0.87644726
11.436022,11.945471
4.168252,-12.030571
15.731901,4.0571904
-11.1771,17.544228
0.6337081,-8.155421
12.732357,9.215947
13.098591,3.4912856
14.883431,0.7835045
-14.242989,6.0909133
4.1876683,-12.047981
1.3335444,-7.9625297
4.429456,15.264082
0.68674093,-8.113146
13.262736,10.756362
-7.9054613,3.5133398
12.859326,-6.22992
3.7217093,0.535188
15.668152,4.1748657
-7.377108,-12.394441
16.387218,-4.967667
-14.44562,7.1733727
10.45703,-9.790061
11.862911,-1.9536959
12.6099415,9.664989
12.930096,-4.216587
13.59278,-1.3594524
12.189991,11.557191
6.5480204,14.36376
-7.908428,3.5115025
11.205565,11.368494
12.169239,10.623528
12.857851,9.087748
12.84375,-6.469411
13.235439,-3.180434
13.838224,2.0962164
12.451631,-6.698383
3.9377098,-11.756762
12.936137,-5.2267647
11.472756,11.49248
13.599904,-1.7086326
-1.857138,0.7998563
-12.09192,11.922227
12.75114,15.157661
6.7150106,14.235994
2.8547995,3.5268662
-1.6802756,13.169134
12.193585,11.608348
-5.2756157,0.96074516
-7.3882585,-12.384058
3.6280332,-12.189404
4.8087616,13.654384
5.0572896,15.988319
12.570224,14.984249
2.6840742,-12.594693
10.773871,11.078741
-12.033694,12.986793
15.587415,4.5372257
-16.42927,-2.214432
-16.40408,-2.22093
3.1879418,-7.4922047
12.872934,-6.457887
12.892271,-5.453917
1.4720775,0.52612925
6.0625043,25.606224
11.7392,10.44546
12.368671,-2.1035397
15.510147,3.926071
13.148719,10.561543
-1.8422136,0.81121373
4.4800076,10.222234
-14.467387,7.1471114
10.956947,-6.9933333
1.4746342,-8.155966
14.792727,0.9128659
10.902244,-3.07377
5.4610424,14.759698
6.571377,14.38311
3.0243967,1.0532993
4.517427,15.289762
13.40378,15.841279
-7.6009727,9.577999
11.967757,10.452841
2.7437584,-12.565297
16.472204,-5.0546055
-16.411116,-2.2337918
5.321177,14.744836
3.0099723,2.1495962
-2.102629,12.704898
2.8446403,3.4772785
15.652474,3.395331
12.752864,15.159076
12.106589,11.223124
-1.699306,13.166968
14.587113,1.1522108
15.679776,3.173966
13.825309,2.079456
13.975774,-1.3941923
11.610739,10.496285
5.3235064,14.946392
-16.410412,-2.210905
-5.693057,-7.4159403
11.519951,10.643912
11.3747225,2.3019924
11.374837,2.3026266
3.9425526,0.36512733
11.36556,2.3058383
-1.5512632,13.23835
13.4755335,3.451426
12.8485985,-5.92852
10.224971,-9.521359
10.563073,-9.4131365
12.822453,-6.4535913
12.857704,-6.4429474
10.160469,-9.457957
12.877753,-5.480624
10.72702,-7.8072042
15.698273,2.6624136
0.71764326,-8.296518
16.536366,-5.117118
10.433052,-3.2544677
-6.7431116,16.256922
2.9740024,1.7449201
6.0610995,25.606253
12.571382,-0.41464788
12.923462,-4.631588
16.5482,-5.128266
-6.522765,11.524666
3.5376623,5.794246
-7.1223116,8.472101
10.574704,9.954252
3.3540394,0.6306955
6.621133,14.372163
13.452924,15.889083
4.956787,15.940652
9.724858,-9.712431
14.633689,-1.2991532
12.892041,10.289423
12.267877,-1.496166
12.921316,-5.2355313
6.7683644,15.571675
15.650137,3.4414842
3.5004497,0.6071347
-11.719617,11.497629
-3.32896,-3.127258
14.675965,-1.3512144
-7.3479877,9.164058
12.871028,-6.0616693
11.136862,-7.6211324
10.905565,-6.983052
11.35991,2.2866924
-16.41806,-2.225941
10.826732,-3.129828
11.972272,-0.92314154
-10.211323,-1.5350984
11.9669,10.454487
13.592574,3.4295893
-2.091879,17.146126
4.756731,9.949671
-7.123192,8.4742155
12.877555,-6.4778333
11.806565,-7.1118026
9.947512,-3.0855138
2.9788587,-12.726665
13.110035,3.5599146
12.943177,-4.1732416
13.4514475,3.3238316
9.840386,-3.1262732
15.041923,5.1499014
0.5953253,-8.083687
13.318655,10.7663145
13.093375,10.333869
15.702245,4.1602707
12.820649,-6.4326134
10.236331,-9.411208
11.992545,10.46931
11.520166,-7.0907187
10.900804,-7.76322
-4.32615,14.370666
-7.135779,8.490841
13.318702,10.609226
-14.2457075,6.0973516
-4.438707,14.373744
11.671818,-7.2296705
4.452613,13.855161
1.6860337,-8.302483
11.4279175,11.957031
11.561952,-7.088243
2.6860788,-12.606662
-16.421446,-2.214033
16.436499,-5.0237074
10.70898,-7.83487
11.729515,-7.171743
3.2296464,5.1885595
-10.140858,-0.91593015
-7.5060205,9.469601
13.247772,3.5180464
10.324444,-10.256592
10.623948,-7.901106
13.257752,-3.1522942
15.357889,4.5865116
11.966251,-0.923452
14.573478,-1.2830635
1.3191438,-7.9544787
3.399941,0.5970331
13.082961,3.6096237
11.522056,-7.087544
-10.130032,-0.90602684
10.962948,-7.742891
10.232059,-9.404844
15.674797,3.2442057
13.487358,3.3622856
-5.3710403,-6.383053
15.631504,3.783719
11.708973,-7.158311
11.293281,11.009283
-10.209168,-1.5361905
12.934045,-4.1901655
13.584738,2.4121091
-16.424782,-2.1705718
12.793348,9.184361
12.758246,15.160902
12.479872,11.661747
0.81060225,-8.108871
12.667004,-6.5724335
-10.22114,-1.530386
4.514624,15.560061
4.1851273,-12.0602455
-1.7068795,13.161382
10.791,-3.15152
10.5253105,10.022362
6.7837887,14.1639805
-16.446808,-2.18689
1.436362,0.47492498
-2.194509,12.916074
-1.6174445,13.198369
13.162995,3.5277028
13.633074,-1.5639426
-1.377943,14.726942
14.503323,-1.3517753
16.380398,-4.9567885
6.068212,25.606499
4.4779983,15.215464
-2.2470646,13.0315075
-14.257588,6.0777764
10.323855,-10.296896
12.627895,15.047372
11.888208,-1.9038604
-7.351017,9.161099
-4.4554696,14.35607
12.9220495,-4.672976
12.214318,11.649268
12.376499,-2.1325452
13.260896,-0.30848005
-2.7084606,14.067837
14.558901,-1.2781013
15.193056,4.814421
13.207529,-6.8025575
12.588359,15.005242
12.359376,-6.7560983
13.190075,3.205094
12.043798,11.501067
12.918234,-4.527609
9.395291,-3.0957496
13.400262,10.474261
13.019375,10.401917
5.4570723,15.508278
2.9336143,2.11829
6.06833,25.606981
2.9639876,-12.779588
10.616293,-9.147837
10.905283,-7.45096
11.37857,2.3039157
12.092145,11.032073
-5.406673,-6.3563733
-12.358731,-5.878479
10.732553,11.102689
-7.0914187,8.459372
6.068149,25.606617
4.445021,15.498066
12.094638,-1.8058481
12.967856,-3.9771147
14.578977,1.1606431
-6.549892,16.29801
-5.471723,8.127598
11.191815,11.280971
3.072328,2.1649153
6.6297703,14.453811
10.924634,-3.0456007
13.474583,15.910792
12.632234,9.695141
12.275625,10.713701
0.7548302,-8.117854
-14.259553,6.058112
12.8412075,-5.871287
12.90897,-4.248897
13.492272,3.4152908
0.7868484,-9.164951
16.636307,-8.912258
-12.234581,2.6022854
2.6327,1.6807365
6.588672,14.6557865
3.7887175,4.7604036
6.0792413,25.624193
5.698171,14.493639
-4.0097876,8.245944
-5.6716638,8.214723
-3.49776,-2.4732676
-7.905267,3.5145228
13.268204,10.75324
15.544539,4.7408032
9.111556,-3.037034
15.546636,4.2429876
6.939974,15.317256
5.0633016,15.104714
13.113231,10.65952
10.486724,-10.962549
-16.427185,-2.199857
3.3600895,0.6083478
12.944007,-4.1922994
6.057506,25.607481
10.605021,-9.2091055
15.571701,3.636644
-11.209074,-1.1074836
13.467973,15.904452
14.694068,-1.3773019
-8.77289,2.4568744
-1.4262666,14.753692
-7.96972,-12.133058
-7.695844,-5.4504023
-7.964776,-12.137762
14.025002,-1.7895223
5.9480534,25.606447
15.67694,2.5988364
13.288369,-0.39987135
16.628723,-8.904495
3.2383037,5.4136815
3.8213818,4.6016126
13.292185,-6.9436994
3.493048,5.7751946
15.537189,4.1977077
13.161993,-3.3968732
13.174228,-0.7767916
16.571781,-8.847488
15.175843,4.8365254
12.941409,10.332947
14.587861,1.1505461
3.7971776,-12.147463
11.454834,-7.195259
13.712486,2.328507
14.922594,0.5922126
3.7065775,3.7027967
11.920697,-0.9519236
12.165123,11.629355
-1.3372685,13.356976
12.12452,11.128021
-16.456648,-2.0889287
14.07559,-1.4779315
14.727743,0.98592913
-14.234849,6.093976
-6.5134664,11.566503
13.437211,2.7510493
12.445702,-2.0802696
14.988277,-0.24228181
13.19624,3.2182105
15.694166,2.6545274
15.417345,4.3859754
-4.4464383,14.341065
-5.748757,-7.395468
5.9539347,25.605652
12.922363,-4.700301
4.726124,13.590967
2.7018273,-12.997285
-8.766636,2.4528155
-6.532609,11.541187
-3.4338248,-2.6199486
14.679897,-1.3651496
13.118241,3.4319546
12.933643,-4.6143246
10.354421,-3.2458236
2.6254091,1.6367042
-2.5302393,13.830454
13.155492,-6.8436913
13.753787,2.266326
12.43213,-2.1033592
3.6052065,0.7177583
3.2542293,3.1365044
4.190168,-12.052753
-1.6249448,13.197025
13.980235,-1.3922642
5.941777,14.625688
6.9427714,15.326814
2.6615925,1.7173482
-16.43834,-2.1687217
13.502871,10.442299
10.607082,-9.209675
10.691496,9.909187
13.29863,-6.957176
12.985671,10.444163
-6.5161953,11.524773
-7.988101,-12.11932
11.999894,10.457241
11.603152,-7.083613
3.350267,0.571352
14.613911,1.1143023
12.145531,-6.9226356
2.1555333,-8.596624
13.618735,2.7303953
-8.759319,2.4496217
-14.230493,6.0997605
15.059383,4.7368097
5.3374605,14.946022
-8.756572,2.4441123
15.701946,4.2281957
-7.371875,-12.39755
10.637115,-7.8937616
2.698324,1.8819867
10.548987,-7.961482
10.715576,-7.821192
10.33936,-10.6059885
5.8966465,25.611395
12.911928,-4.383442
10.312207,-10.247
-16.446665,-2.1554549
10.585023,-7.9420652
10.653118,-7.879646
13.062391,3.6278102
-10.1398,-0.9100339
-1.3199761,13.362434
-7.7064757,-5.438734
14.990143,-0.04069143
12.505977,-2.3712513
6.9337945,15.299371
10.913578,-7.0337715
14.522533,1.2286934
-1.7066346,13.193727
-10.238047,-1.5184516
-8.744235,2.4421651
-16.470428,-2.0434275
-7.37204,-12.398185
5.8351474,25.643818
13.130246,10.543489
10.423183,10.088257
13.210682,-6.799283
10.867348,-2.907449
-7.9831614,-12.121078
-5.7527347,11.383828
5.1035924,15.073023
5.7925014,25.609167
12.403489,-2.1215382
3.2371554,5.142467
2.1413548,-8.6004
6.626943,14.290524
2.9434304,1.1468543
3.1807916,2.782242
10.853597,-2.899533
5.04343,16.111958
13.8040085,2.1436045
13.204411,3.2375062
9.510522,-2.9514234
5.777011,25.612127
-7.688356,-8.201917
-8.75076,2.4446895
-10.14465,-0.9224881
-1.5725509,13.234142
5.7832785,25.61191
5.768704,25.599838
10.163198,-9.468411
5.7815647,25.617004
16.636948,-8.912719
14.023637,-1.4417809
11.384391,2.3103192
5.773924,25.611225
5.7826214,25.611631
5.7816596,25.614023
2.8271482,3.4858215
11.381555,2.309249
13.345922,15.78389
0.6146422,-8.106442
0.5755681,-8.131626
-5.406339,-6.365788
5.7823977,25.611538
3.616285,3.581234
-11.552299,11.437593
5.789755,25.617199
-12.344507,-5.893109
10.733446,11.206674
11.389966,2.313479
13.355425,10.233716
10.780129,11.541916
25.530321,7.7353497
-7.090612,8.448137
-6.233586,8.373959
-6.8195047,16.208054
-3.4971118,-2.481324
-6.497015,11.918489
-1.6036627,13.198357
-7.3386755,-12.413774
-10.234368,-1.524368
11.375388,2.302532
5.7791533,25.611631
-2.6794646,14.029803
-7.986143,-12.119493
5.777838,25.607065
5.7791333,25.616108
9.365384,-2.9744458
16.43727,-5.0214095
2.0890737,-8.681398
12.354035,-6.725122
-16.470875,-2.0840638
-8.741112,2.4311914
13.798022,-1.8908615
-2.2340178,12.979937
6.9001174,15.322834
-16.488066,-1.9969207
12.745828,9.191894
5.9394884,25.06311
3.283797,-7.4162955
-10.163472,-0.92888904
-1.7970434,15.83962
-10.144824,-0.9091971
-8.731219,2.4322371
-5.335097,-6.372289
12.547459,10.058987
10.708716,-7.830923
-7.319778,9.111734
-16.495499,-1.9726858
-1.5646483,13.249822
-16.494936,-1.9725726
5.9544334,25.053947
-7.3522577,-12.408617
-11.564928,11.415459
-16.475687,-2.056442
11.995102,11.509237
15.681936,2.627074
-7.3407035,-12.420936
10.432133,-3.253315
12.794398,-3.4978738
9.684227,-9.654486
3.79898,4.7649403
12.916328,-4.405811
12.729698,15.139485
15.091535,5.0551558
2.5464964,-7.2758265
13.652254,2.2345772
13.011322,-0.8553243
13.549188,3.2924128
3.3922951,5.229065
16.554155,-8.830001
5.960697,25.043343
14.812238,0.9025608
5.9639206,25.040161
5.117275,15.059418
10.90667,-2.8634498
2.714189,-12.920907
6.893068,15.511608
5.030809,16.100857
2.7523305,-13.040849
0.5578498,-8.108225
-10.224193,-1.5352432
16.529423,-5.110801
-16.496323,-1.9630126
9.838366,-3.1490188
5.958721,25.034708
13.706707,10.342532
9.251802,-2.9745584
12.930431,-4.206263
10.552972,9.988318
11.323052,6.3251987
9.397852,-2.8594313
12.774842,-3.2502153
3.3679082,0.593387
13.177015,-6.7647786
14.568632,-1.2053306
13.293844,-0.32057655
11.6182165,-7.0935626
3.398797,0.5846447
12.346278,-2.3596532
12.717101,10.350387
-7.0327954,4.027421
11.516378,-7.0888257
3.5359063,5.7841797
10.338154,-10.604366
8.485583,-3.235962
17.818474,7.3423615
-5.204455,-6.718503
5.3607755,14.646578
3.6927867,3.6360497
13.078785,10.471735
13.28215,10.503804
14.595998,1.1411691
5.9625716,25.040735
5.7684703,15.382185
-7.0628047,8.421046
3.2458339,5.4547496
2.706484,-12.897579
5.835908,15.220917
3.6649325,3.69044
15.692101,4.22528
2.6668468,-12.645888
9.782857,-9.761466
0.7775222,-9.173164
14.990532,-0.22855373
-11.543039,11.385233
2.6904943,-12.917084
-12.148836,12.010378
2.5840387,-13.052899
14.591233,-1.2955959
10.334639,-10.597384
10.114425,-10.151997
12.143659,11.600205
10.975852,-2.8579617
-16.480696,-2.0420268
5.9624615,25.041008
-3.4377654,-2.6300156
-7.993437,-12.114652
13.39289,3.4915504
6.609715,14.456267
15.685673,2.64234
5.95665,25.045736
-16.498075,-1.9470494
11.613436,10.432386
12.895533,9.048508
11.709975,11.483269
5.8223453,14.67262
2.5097454,4.001861
14.59146,1.147384
12.541365,-2.1968167
10.527826,-9.494099
-12.134451,11.98298
-7.606681,9.585455
13.094706,3.5980313
-14.300624,6.003725
15.6987915,2.6600826
4.86319,15.888518
12.702818,-0.85358834
12.596963,15.00906
12.071241,-1.845513
11.538493,-7.092842
-5.4282126,8.143446
13.313361,10.611669
-7.9027085,3.5154228
10.684862,-8.062344
12.014234,11.558225
11.305697,-2.6542974
10.670263,-7.8648777
5.835807,14.710643
5.185072,15.039711
13.616156,2.7251372
-12.154034,12.023434
13.595053,2.3991778
12.734077,-6.5397887
-1.6155354,13.208769
13.212366,3.199728
-6.5029225,11.507189
3.2488742,0.6755554
3.6620371,-12.174942
3.7191682,3.6643293
4.9829693,15.1773
15.586675,4.174675
14.981957,0.14902525
9.765847,-9.747104
13.974196,-1.4015384
10.936758,-2.9022355
-8.728414,2.433488
-16.522593,-1.878704
-7.5417824,9.50833
3.5990572,0.75322336
6.1056647,15.201841
0.6320604,-8.103654
-9.947676,2.8325362
4.1652336,-12.02778
-16.515764,-1.8825512
-1.7223195,13.193223
12.965442,10.396855
2.5149093,-7.2481937
-6.1738863,4.456143
4.176623,-12.04037
11.002869,-7.822027
